UF,Município,Marca Modelo,Ano Fabricação Veículo CRV,Qtd. Veículos
SAO PAULO,ARARAQUARA,I/AUDI Q7 HIBRIDO,2024,1.0
SAO PAULO,ARARAS,AUDI/Q3 2.0 TFSI,2024,2.0
SAO PAULO,ARARAS,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,ARARAS,I/AUDI A3 SD HIBRIDO,2024,2.0
SAO PAULO,ARARAS,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,ARTUR NOGUEIRA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,ARUJA,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,ARUJA,I/AUDI A4 2.0 SE QUATTRO,2024,2.0
SAO PAULO,ARUJA,I/AUDI Q5 2.0 TFSI,2024,2.0
SAO PAULO,ASSIS,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,ASSIS,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,ATIBAIA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,ATIBAIA,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,AURIFLAMA,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,AVARE,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,AVARE,I/AUDI Q5 P-HIBRIDO,2024,1.0
SAO PAULO,BADY BASSITT,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,BADY BASSITT,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,BARRA BONITA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,BARRETOS,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,BARRETOS,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,BARRETOS,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,BARUERI,AUDI/Q3 2.0 TFSI,2024,5.0
SAO PAULO,BARUERI,AUDI/Q3 SPB 2.0 TFSI,2024,4.0
SAO PAULO,BARUERI,I/AUDI A3 SB HIBRIDO,2024,4.0
SAO PAULO,BARUERI,I/AUDI A3 SD HIBRIDO,2024,3.0
SAO PAULO,BARUERI,I/AUDI A3 SEDAN 2.0,2024,2.0
SAO PAULO,BARUERI,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SAO PAULO,BARUERI,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
SAO PAULO,BARUERI,I/AUDI Q3 2.0 TFSI,2024,3.0
SAO PAULO,BARUERI,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,BARUERI,I/AUDI Q5 2.0 TFSI,2024,10.0
SAO PAULO,BARUERI,I/AUDI Q5 P-HIBRIDO,2024,5.0
SAO PAULO,BARUERI,I/AUDI Q5 SB P-HIBRIDO,2024,3.0
SAO PAULO,BARUERI,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,BARUERI,I/AUDI RS6 AV PERF HIB,2024,1.0
SAO PAULO,BATATAIS,I/AUDI Q5 P-HIBRIDO,2024,1.0
SAO PAULO,BAURU,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,BAURU,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,BAURU,I/AUDI A3 SEDAN 2.0,2024,1.0
SAO PAULO,BAURU,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
SAO PAULO,BAURU,I/AUDI Q3 2.0 TFSI,2024,2.0
SAO PAULO,BAURU,I/AUDI Q3 SPB 2.0 TFSI,2024,3.0
SAO PAULO,BAURU,I/AUDI Q5 2.0 TFSI,2024,3.0
SAO PAULO,BAURU,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,BEBEDOURO,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,BILAC,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,BOCAINA,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,BOITUVA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,BOITUVA,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,BOTUCATU,AUDI/Q3 2.0 TFSI,2024,2.0
SAO PAULO,BOTUCATU,I/AUDI Q5 P-HIBRIDO,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,BRAGANCA PAULISTA,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,CACAPAVA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,CACAPAVA,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
SAO PAULO,CAIEIRAS,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,CAJAMAR,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,CAJATI,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,CAMPINAS,AUDI/Q3 2.0 TFSI,2024,9.0
SAO PAULO,CAMPINAS,AUDI/Q3 SPB 2.0 TFSI,2024,5.0
SAO PAULO,CAMPINAS,I/AUDI A3 SB HIBRIDO,2024,9.0
SAO PAULO,CAMPINAS,I/AUDI A3 SD HIBRIDO,2024,4.0
SAO PAULO,CAMPINAS,I/AUDI A3 SEDAN 2.0,2024,3.0
SAO PAULO,CAMPINAS,I/AUDI A4 2.0 SE QUATTRO,2024,4.0
SAO PAULO,CAMPINAS,I/AUDI A5 2.0 SB QUATTRO,2024,8.0
SAO PAULO,CAMPINAS,I/AUDI Q3 2.0 TFSI,2024,37.0
SAO PAULO,CAMPINAS,I/AUDI Q3 SPB 2.0 TFSI,2024,6.0
SAO PAULO,CAMPINAS,I/AUDI Q5 2.0 TFSI,2024,10.0
SAO PAULO,CAMPINAS,I/AUDI Q5 P-HIBRIDO,2024,8.0
SAO PAULO,CAMPINAS,I/AUDI Q5 SB P-HIBRIDO,2024,5.0
SAO PAULO,CAMPINAS,I/AUDI Q6 ETRON QUATTRO,2024,1.0
SAO PAULO,CAMPINAS,I/AUDI Q8 SB HIBRIDO,2024,4.0
SAO PAULO,CAMPINAS,I/AUDI RS6 AV PERF HIB,2024,3.0
SAO PAULO,CAMPO LIMPO PAULISTA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,CAPIVARI,I/AUDI Q5 P-HIBRIDO,2024,1.0
SAO PAULO,CARAGUATATUBA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,CARAPICUIBA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,CARAPICUIBA,I/AUDI Q5 2.0 TFSI,2024,2.0
SAO PAULO,CARAPICUIBA,I/AUDI RS6 AV PERF HIB,2024,1.0
SAO PAULO,CATANDUVA,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,CATANDUVA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,CATANDUVA,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,CESARIO LANGE,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,COSMOPOLIS,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,COSMOPOLIS,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,COTIA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,COTIA,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,COTIA,I/AUDI Q3 2.0 TFSI,2024,3.0
SAO PAULO,COTIA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,COTIA,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,COTIA,I/AUDI Q5 P-HIBRIDO,2024,1.0
SAO PAULO,COTIA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,CRISTAIS PAULISTA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,CRUZEIRO,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,CRUZEIRO,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SAO PAULO,CRUZEIRO,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,CRUZEIRO,I/AUDI Q5 2.0 TFSI,2024,2.0
SAO PAULO,DIADEMA,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
SAO PAULO,DIADEMA,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,DIADEMA,I/AUDI A3 SEDAN 2.0,2024,1.0
SAO PAULO,DIADEMA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SAO PAULO,DIADEMA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,DIADEMA,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,DIADEMA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,DIADEMA,I/AUDI Q5 P-HIBRIDO,2024,1.0
SAO PAULO,DIADEMA,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,DOIS CORREGOS,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,EMBU DAS ARTES,I/AUDI A3 SEDAN 2.0,2024,2.0
SAO PAULO,EMBU DAS ARTES,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SAO PAULO,FERRAZ DE VASCONCELOS,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,FLOREAL,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,FRANCA,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,FRANCA,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,GUARAREMA,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,GUARATINGUETA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,GUARATINGUETA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,GUARATINGUETA,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,GUARATINGUETA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,GUARATINGUETA,I/AUDI RS 5 SB COMP PLUS,2024,1.0
SAO PAULO,GUARUJA,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
SAO PAULO,GUARUJA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,GUARUJA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,GUARUJA,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,GUARUJA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,GUARULHOS,AUDI/Q3 2.0 TFSI,2024,2.0
SAO PAULO,GUARULHOS,AUDI/Q3 SPB 2.0 TFSI,2024,4.0
SAO PAULO,GUARULHOS,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,GUARULHOS,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,GUARULHOS,I/AUDI A3 SEDAN 2.0,2024,1.0
SAO PAULO,GUARULHOS,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,GUARULHOS,I/AUDI Q3 2.0 TFSI,2024,3.0
SAO PAULO,GUARULHOS,I/AUDI Q3 SPB 2.0 TFSI,2024,5.0
SAO PAULO,GUARULHOS,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,GUARULHOS,I/AUDI Q5 SB P-HIBRIDO,2024,2.0
SAO PAULO,GUARULHOS,I/AUDI Q6 ETRON QUATTRO,2024,1.0
SAO PAULO,GUARULHOS,I/AUDI Q7 HIBRIDO,2024,1.0
SAO PAULO,GUARULHOS,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,GUARULHOS,I/AUDI RS6 AV PERF HIB,2024,1.0
SAO PAULO,HOLAMBRA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,IBATE,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,IBIRA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,IBITINGA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,IBITINGA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,IBITINGA,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,IGUAPE,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,INDAIATUBA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,INDAIATUBA,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
SAO PAULO,INDAIATUBA,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,INDAIATUBA,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,INDAIATUBA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SAO PAULO,INDAIATUBA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,INDAIATUBA,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,INDAIATUBA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,IPEUNA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,IRACEMAPOLIS,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,ITABERA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,ITAI,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,ITAPECERICA DA SERRA,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,ITAPECERICA DA SERRA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,ITAPOLIS,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,ITATIBA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,ITATIBA,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
SAO PAULO,ITATIBA,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,ITATIBA,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,ITU,AUDI/Q3 2.0 TFSI,2024,2.0
SAO PAULO,ITU,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,ITU,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,ITU,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,ITU,I/AUDI Q3 SPB 2.0 TFSI,2024,3.0
SAO PAULO,ITU,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,ITU,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,ITUVERAVA,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,ITUVERAVA,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,JABOTICABAL,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,JABOTICABAL,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,JABOTICABAL,I/AUDI Q7 HIBRIDO,2024,1.0
SAO PAULO,JABOTICABAL,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,JACAREI,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,JACAREI,I/AUDI A3 SD HIBRIDO,2024,2.0
SAO PAULO,JACAREI,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SAO PAULO,JACAREI,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,JAGUARIUNA,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,JAGUARIUNA,I/AUDI Q3 2.0 TFSI,2024,2.0
SAO PAULO,JALES,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,JANDIRA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,JAU,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,JAU,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,JOSE BONIFACIO,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,JUNDIAI,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,JUNDIAI,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,JUNDIAI,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,JUNDIAI,I/AUDI A3 SEDAN 2.0,2024,1.0
SAO PAULO,JUNDIAI,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,JUNDIAI,I/AUDI Q3 2.0 TFSI,2024,5.0
SAO PAULO,JUNDIAI,I/AUDI Q3 SPB 2.0 TFSI,2024,4.0
SAO PAULO,JUNDIAI,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,JUNDIAI,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,LARANJAL PAULISTA,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,LEME,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,LEME,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,LIMEIRA,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,LINS,I/AUDI Q5 2.0 TFSI,2024,2.0
SAO PAULO,MACAUBAL,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,MARILIA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,MARILIA,I/AUDI A3 SB HIBRIDO,2024,2.0
SAO PAULO,MATAO,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,MATAO,I/AUDI Q6 ETRON QUATTRO,2024,1.0
SAO PAULO,MAUA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,MAUA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SAO PAULO,MIRASSOL,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,MIRASSOL,I/AUDI Q5 P-HIBRIDO,2024,1.0
SAO PAULO,MOCOCA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,MOGI DAS CRUZES,AUDI/Q3 2.0 TFSI,2024,3.0
SAO PAULO,MOGI DAS CRUZES,AUDI/Q3 SPB 2.0 TFSI,2024,8.0
SAO PAULO,MOGI DAS CRUZES,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,MOGI DAS CRUZES,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SAO PAULO,MOGI DAS CRUZES,I/AUDI A5 2.0 SB QUATTRO,2024,3.0
SAO PAULO,MOGI DAS CRUZES,I/AUDI Q3 2.0 TFSI,2024,4.0
SAO PAULO,MOGI DAS CRUZES,I/AUDI Q3 SPB 2.0 TFSI,2024,5.0
SAO PAULO,MOGI DAS CRUZES,I/AUDI Q5 2.0 TFSI,2024,4.0
SAO PAULO,MOGI DAS CRUZES,I/AUDI Q5 P-HIBRIDO,2024,2.0
SAO PAULO,MOGI DAS CRUZES,I/AUDI Q5 SB P-HIBRIDO,2024,2.0
SAO PAULO,MOGI-MIRIM,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,MOGI-MIRIM,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,MONGAGUA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,MORUNGABA,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,NOVA ODESSA,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,OLIMPIA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,ORLANDIA,I/AUDI Q5 2.0 TFSI,2024,1.0
SAO PAULO,OSASCO,AUDI/Q3 SPB 2.0 TFSI,2024,7.0
SAO PAULO,OSASCO,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SAO PAULO,OSASCO,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,OSASCO,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,OSASCO,I/AUDI Q5 2.0 TFSI,2024,3.0
SAO PAULO,OSASCO,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,OSASCO,I/AUDI RS6 AV PERF HIB,2024,1.0
SAO PAULO,OURINHOS,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
SAO PAULO,OURINHOS,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,PARDINHO,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,PAULINIA,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,PAULINIA,I/AUDI Q5 P-HIBRIDO,2024,1.0
SAO PAULO,PEDERNEIRAS,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,PINDAMONHANGABA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,PIRACICABA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,PIRACICABA,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
SAO PAULO,PIRACICABA,I/AUDI A3 SB HIBRIDO,2024,3.0
SAO PAULO,PIRACICABA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
SAO PAULO,PIRACICABA,I/AUDI A5 2.0 SB QUATTRO,2024,4.0
SAO PAULO,PIRACICABA,I/AUDI Q3 2.0 TFSI,2024,3.0
SAO PAULO,PIRACICABA,I/AUDI Q3 SPB 2.0 TFSI,2024,2.0
SAO PAULO,PIRAJU,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,PIRASSUNUNGA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,POA,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,POA,I/AUDI Q5 P-HIBRIDO,2024,1.0
SAO PAULO,PORTO FELIZ,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,PORTO FERREIRA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,PORTO FERREIRA,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,PRAIA GRANDE,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,PRAIA GRANDE,I/AUDI A3 SEDAN 2.0,2024,1.0
SAO PAULO,PRAIA GRANDE,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
SAO PAULO,PRAIA GRANDE,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,PRESIDENTE EPITACIO,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,PRESIDENTE PRUDENTE,I/AUDI Q3 2.0 TFSI,2024,2.0
SAO PAULO,PRESIDENTE PRUDENTE,I/AUDI Q5 P-HIBRIDO,2024,1.0
SAO PAULO,REGISTRO,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,RIBEIRAO PRETO,AUDI/Q3 2.0 TFSI,2024,2.0
SAO PAULO,RIBEIRAO PRETO,AUDI/Q3 SPB 2.0 TFSI,2024,6.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI A3 SD HIBRIDO,2024,6.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI A3 SEDAN 2.0,2024,2.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI A4 2.0 SE QUATTRO,2024,2.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI A5 2.0 SB QUATTRO,2024,6.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI Q3 2.0 TFSI,2024,8.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI Q3 SPB 2.0 TFSI,2024,3.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI Q5 2.0 TFSI,2024,6.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI Q5 P-HIBRIDO,2024,8.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI Q5 SB P-HIBRIDO,2024,6.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI Q7 HIBRIDO,2024,1.0
SAO PAULO,RIBEIRAO PRETO,I/AUDI Q8 SB HIBRIDO,2024,3.0
SAO PAULO,RIO CLARO,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,RIO CLARO,I/AUDI Q5 2.0 TFSI,2024,2.0
SAO PAULO,RIO CLARO,I/AUDI Q5 SB P-HIBRIDO,2024,2.0
SAO PAULO,SALTO,AUDI/Q3 2.0 TFSI,2024,1.0
SAO PAULO,SALTO,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,SANTA BARBARA D'OESTE,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
SAO PAULO,SANTA CRUZ DAS PALMEIRAS,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,SANTA CRUZ DAS PALMEIRAS,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,SANTA FE DO SUL,I/AUDI Q3 2.0 TFSI,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,AUDI/Q3 2.0 TFSI,2024,2.0
SAO PAULO,SANTANA DE PARNAIBA,AUDI/Q3 SPB 2.0 TFSI,2024,3.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI A3 SB HIBRIDO,2024,2.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI A3 SD HIBRIDO,2024,3.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI A3 SEDAN 2.0,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI A4 2.0 SE QUATTRO,2024,2.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI Q3 2.0 TFSI,2024,4.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI Q5 2.0 TFSI,2024,2.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI Q5 P-HIBRIDO,2024,3.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI Q5 SB P-HIBRIDO,2024,3.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI RS 5 SB COMP PLUS,2024,1.0
SAO PAULO,SANTANA DE PARNAIBA,I/AUDI RS6 AV PERF HIB,2024,2.0
SAO PAULO,SANTO ANDRE,AUDI/Q3 2.0 TFSI,2024,6.0
SAO PAULO,SANTO ANDRE,AUDI/Q3 SPB 2.0 TFSI,2024,6.0
SAO PAULO,SANTO ANDRE,I/AUDI A3 SB HIBRIDO,2024,1.0
SAO PAULO,SANTO ANDRE,I/AUDI A3 SD HIBRIDO,2024,1.0
SAO PAULO,SANTO ANDRE,I/AUDI A3 SEDAN 2.0,2024,3.0
SAO PAULO,SANTO ANDRE,I/AUDI A4 2.0 SE QUATTRO,2024,2.0
SAO PAULO,SANTO ANDRE,I/AUDI Q3 2.0 TFSI,2024,5.0
SAO PAULO,SANTO ANDRE,I/AUDI Q3 SPB 2.0 TFSI,2024,7.0
SAO PAULO,SANTO ANDRE,I/AUDI Q5 P-HIBRIDO,2024,4.0
SAO PAULO,SANTO ANDRE,I/AUDI Q8 SB HIBRIDO,2024,1.0
SAO PAULO,SANTO ANDRE,I/AUDI RS 5 SB COMP PLUS,2024,1.0
